PARTNER GROWTH & VELOCITY: WORKLOAD STAGE PROGRESSION & DRP CAPABILITY,,,,,,,,,,,,,
"Partner: Kyndryl Brasil | Partner Engineer: Thiago da Ponte | Scope: Q3 2026 (July, August, September)",,,,,,,,,,,,,
Last Sync: 24 - Sep 2026 | Source: Concord BigQuery (Workload History & DRP Master) | Unified 14-Col Schema,,,,,,,,,,,,,
,,,,,,,,,,,,,
1. WORKLOAD GROWTH: STAGE ADVANCEMENTS (0-2 ➔ 3 & 3 ➔ 4.1),,,,,,,,,,,,,
Stage Transition,July (#),July ($ ARR),August (#),August ($ ARR),September (#),September ($ ARR),Q3 Total (#),Q3 Total ($ ARR),Share of Moved Deals,Top Pillar,Avg Deal ARR,Velocity Momentum,Status
KYNSMCLD7,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,September,2026-09-23,29.0,39.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNSMQNK1,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPPTWG5,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRKXFY6,Infrastructure Modernization,Google Distributed Cloud,Tier 4 ➔ Tier 3,September,2026-09-23,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDKAYE9,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNCBXPT5,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNYAENS8,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNKVVHR3,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,13.0,23.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPSZSS0,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSSXRB2,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMSJIX3,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-23,16.0,21.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPHONA2,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNBETVC3,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,September,2026-09-23,29.0,39.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNSV7K12,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,September,2026-09-23,20.0,35.0,+15.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNDDIAK1,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJRYOT9,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNICXJS2,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRPODY8,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSDLOV0,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDSDRN9,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,September,2026-09-23,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNDPODI9,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNVKKSI5,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNBSFGN5,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDTWOR7,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,September,2026-09-23,34.0,44.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNRSJCX7,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,September,2026-09-23,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNMRYJN7,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNSBTY6,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSKQPB6,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,September,2026-09-23,25.0,35.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNCCDXF8,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNKMV2W0,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-23,5.0,20.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNLSUZV5,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-23,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNCPPZ3,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNCQWZR9,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,September,2026-09-23,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNRIXND1,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSOPJQ4,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,September,2026-09-23,25.0,35.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNFFGEI2,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNBETVC3,Infrastructure Modernization,SAP on Google Cloud,Tier 4 ➔ Tier 3,September,2026-09-23,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMSJIX3,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,16.0,26.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSV7K12,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,September,2026-09-23,20.0,35.0,+15.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNAEQKN8,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPSZSS0,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRIXND1,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNTSVIL6,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,September,2026-09-23,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNVPN020,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-23,16.0,21.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNBLDTW1,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,September,2026-09-23,25.0,35.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNDSDRN9,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,September,2026-09-23,29.0,39.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNYAENS8,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-23,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNBKTZO8,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-23,17.0,27.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNBKTZO8,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,12.0,22.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNADNLB6,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSSDRC1,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,September,2026-09-23,25.0,35.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNJRYOT9,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-23,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNKVVHR3,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-23,13.0,23.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJB0WL0,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,September,2026-09-23,25.0,35.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNRPBCZ4,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJLCGC4,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRMEXJ5,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNYBYYP5,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,12.0,22.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSSFJG3,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,25.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJSPMY4,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRNYKO3,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNTSVIL6,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,September,2026-09-23,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNAPG5O1,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,30.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMZXYZ7,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,September,2026-09-23,25.0,35.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNPHONA2,Infrastructure Modernization,Google Distributed Cloud,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDPODI9,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-23,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNPFTX6,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,September,2026-09-23,30.0,40.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNWNHCT8,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,September,2026-09-23,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNDKAYE9,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDTWOR7,Infrastructure Modernization,SAP on Google Cloud,Tier 4 ➔ Tier 3,September,2026-09-23,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRASBI2,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,17.0,27.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSDLOV0,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSV7K12,Security,Cloud Security,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,25.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAPG5O1,Security,Cloud Security,Tier 4 ➔ Tier 3,September,2026-09-23,5.0,20.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMNNHH5,Security,Cloud Security,Tier 4 ➔ Tier 3,September,2026-09-23,12.0,22.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNLSRMP0,Security,Cloud Security,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNPFTX6,Security,Cloud Security,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNARJQC8,Security,Cloud Security,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNVCE721,Security,Cloud Security,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,30.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDSDRN9,Security,Cloud Security,Tier 4 ➔ Tier 3,September,2026-09-23,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMCURO2,Security,Cloud Security,Tier 4 ➔ Tier 3,September,2026-09-23,14.0,29.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRRJPH0,Security,Cloud Security,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMYONM6,Security,Cloud Security,Tier 4 ➔ Tier 3,September,2026-09-23,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNADNLB6,Security,Cloud Security,Tier 4 ➔ Tier 3,September,2026-09-23,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSNISF5,Security,Cloud Security,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSSFJG3,Security,Cloud Security,Tier 4 ➔ Tier 3,September,2026-09-23,5.0,20.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNMWV71,Workspace,Workspace,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
